3267,1,4.0
7801,1,5.0
6202,1,3.0
4443,1,5.0
4513,1,5.0
4508,1,5.0
6149,1,5.0
3002,1,5.0
4835,1,1.0
7850,1,5.0
8458,1,4.0
5878,1,5.0
2580,1,1.0
5697,2,3.0
547,2,5.0
4233,2,4.0
4573,2,5.0
7331,2,3.0
6367,2,5.0
175,2,4.0
3078,2,4.0
2490,2,4.0
4296,2,4.0
1049,2,5.0
8199,2,3.0
8463,2,5.0
9609,2,5.0
7460,2,5.0
7849,2,5.0
6806,2,3.0
191,2,4.0
3531,2,5.0
5289,2,5.0
9360,2,5.0
4131,2,5.0
4668,2,5.0
4004,2,4.0
7970,6,4.0
9057,6,4.0
2691,6,5.0
6923,6,5.0
3955,6,5.0
742,6,2.0
6912,6,4.0
3177,6,3.0
7568,6,5.0
2867,6,3.0
4590,6,4.0
7251,6,2.0
2074,4,5.0
6133,4,3.0
898,4,4.0
7478,4,5.0
3258,4,4.0
8151,4,2.0
5049,4,5.0
3045,4,3.0
5806,4,3.0
229,4,5.0
5811,4,5.0
2549,4,4.0
7655,4,5.0
5555,4,5.0
1015,4,5.0
651,4,5.0
5939,4,5.0
7884,4,5.0
2524,4,5.0
5447,4,5.0
1501,3,5.0
5903,3,5.0
3691,3,3.0
2149,3,4.0
4165,3,4.0
2900,3,5.0
4391,3,2.0
4067,3,4.0
4523,3,5.0
1026,3,4.0
528,3,3.0
337,3,3.0
9149,3,3.0
3417,3,4.0
2642,3,4.0
8403,3,4.0
371,3,3.0
9600,3,1.0
104,3,3.0
6817,3,3.0
9081,3,1.0
6527,3,4.0
458,3,5.0
7110,3,2.0
9575,7,5.0
1335,7,5.0
5048,7,5.0
8578,7,4.0
4705,7,1.0
8925,7,4.0
3808,7,5.0
5966,3,5.0
5900,3,5.0
7105,3,5.0
4450,3,4.0
4985,3,5.0
7210,3,1.0
5807,3,1.0
8496,3,1.0
825,3,3.0
1729,3,1.0
2124,3,4.0
1887,3,5.0
1577,3,5.0
4654,7,4.0
8681,7,1.0
8390,7,3.0
4033,7,5.0
2604,7,1.0
6757,7,4.0
155,7,1.0
2675,7,3.0
3727,7,1.0
2599,3,2.0
8415,3,2.0
6884,3,3.0
4429,3,4.0
6993,3,5.0
962,3,5.0
2243,3,5.0
2319,3,2.0
2506,7,2.0
9053,7,3.0
5148,7,3.0
2889,7,3.0
4130,7,4.0
3240,7,4.0
7112,7,4.0
1854,7,4.0
5164,7,3.0
1875,7,4.0
1015,8,5.0
5447,8,5.0
1127,8,5.0
6441,3,3.0
2565,3,3.0
1951,3,2.0
843,3,5.0
670,3,3.0
421,3,2.0
9486,3,2.0
8282,3,2.0
238,3,2.0
7852,7,4.0
2315,7,5.0
4478,7,4.0
9282,7,4.0
6675,7,2.0
6448,7,1.0
8291,7,2.0
2086,7,1.0
9254,3,4.0
4651,3,5.0
9428,3,1.0
5792,3,3.0
580,3,2.0
5493,3,1.0
1013,3,5.0
6067,3,5.0
3168,3,3.0
8380,3,4.0
2576,3,3.0
3468,3,1.0
8055,3,3.0
1754,3,4.0
3555,3,1.0
7698,3,4.0
1345,3,4.0
6404,8,3.0
6766,8,5.0
1772,8,5.0
2245,8,5.0
2802,8,5.0
5545,3,4.0
8976,3,1.0
5873,3,3.0
5561,3,3.0
1537,3,4.0
4541,3,3.0
7466,3,4.0
5109,3,2.0
5608,9,3.0
3432,9,4.0
4489,9,5.0
6079,9,5.0
9331,9,2.0
232,9,4.0
9231,9,5.0
7032,9,4.0
7208,9,4.0
1526,9,5.0
7323,9,4.0
8687,9,4.0
7945,9,3.0
7489,9,4.0
7189,9,5.0
136,9,4.0
1343,9,4.0
4240,9,5.0
716,9,3.0
5426,9,2.0
7624,9,2.0
7971,9,3.0
1813,9,3.0
9062,9,5.0
5707,9,4.0
9323,9,3.0
7770,9,3.0
5520,9,1.0
6000,9,5.0
3006,9,4.0
5907,9,1.0
9208,9,1.0
1837,9,4.0
1615,9,5.0
1983,9,1.0
2049,9,5.0
1585,9,5.0
9089,9,4.0
8301,9,5.0
2476,9,5.0
3762,9,5.0
9314,9,5.0
5673,9,2.0
2787,9,2.0
1535,9,3.0
2157,9,4.0
2737,9,1.0
5572,9,3.0
8587,9,1.0
8764,9,2.0
892,9,5.0
50,9,5.0
1453,9,4.0
6575,9,1.0
2201,9,1.0
3259,9,4.0
9484,9,4.0
3605,9,5.0
5865,9,5.0
2574,9,5.0
4522,9,4.0
875,9,3.0
3774,9,3.0
7838,9,4.0
7754,9,5.0
387,9,4.0
2710,9,5.0
6692,9,2.0
9651,9,5.0
1118,9,4.0
234,9,2.0
6430,9,5.0
1625,9,2.0
9273,9,3.0
2584,9,4.0
3312,9,3.0
8475,9,5.0
7330,9,1.0
8635,9,2.0
1657,9,2.0
5237,9,3.0
9299,9,2.0
4834,9,2.0
5333,9,4.0
6859,9,3.0
818,9,4.0
4966,9,1.0
196,9,5.0
2762,9,4.0
816,9,4.0
656,9,5.0
3990,9,1.0
6570,9,2.0
630,9,4.0
7622,9,3.0
1747,9,1.0
322,9,3.0
4284,9,2.0
6846,9,3.0
7874,9,3.0
2920,9,5.0
3024,9,4.0
8541,9,3.0
7408,9,4.0
6946,9,4.0
4934,9,5.0
4029,9,4.0
3951,9,5.0
4577,9,3.0
5700,9,4.0
1030,9,4.0
8647,9,4.0
2025,9,2.0
7282,9,3.0
4428,9,5.0
3789,9,5.0
4286,9,4.0
4745,9,5.0
9057,5,4.0
4823,5,1.0
8137,5,1.0
6139,5,2.0
1066,5,5.0
5261,5,5.0
2867,5,4.0
5831,5,5.0
7251,5,3.0
1147,5,3.0
1563,10,3.0
7220,10,4.0
2441,10,4.0
7234,13,3.0
7264,13,5.0
6146,13,5.0
8533,13,5.0
480,13,1.0
8809,13,5.0
8170,13,1.0
4975,13,5.0
950,12,1.0
4481,12,4.0
2366,12,5.0
3953,12,5.0
927,12,3.0
2163,12,5.0
5933,12,5.0
5262,12,5.0
9518,12,5.0
5458,12,5.0
8008,12,4.0
8057,12,5.0
4525,12,5.0
5631,12,5.0
793,12,5.0
6734,12,5.0
6065,12,5.0
1204,12,4.0
3172,12,5.0
564,12,5.0
4336,12,4.0
1981,12,3.0
6955,12,3.0
6274,12,5.0
1510,12,5.0
2810,12,5.0
3674,12,5.0
2012,12,5.0
4421,12,5.0
2752,12,5.0
3124,12,5.0
8721,12,5.0
7068,12,5.0
6180,12,4.0
8462,12,4.0
2169,12,5.0
2979,12,5.0
8678,12,3.0
4564,12,5.0
3952,12,5.0
2573,12,5.0
132,12,5.0
7023,12,4.0
2121,12,5.0
7525,12,5.0
7779,12,4.0
8416,12,5.0
9594,12,5.0
578,12,5.0
9465,12,5.0
7362,12,5.0
6803,12,5.0
1499,12,4.0
9433,12,4.0
78,12,5.0
5522,12,5.0
3406,12,5.0
8978,12,4.0
6644,12,5.0
4512,12,5.0
8219,12,5.0
341,12,5.0
6798,12,5.0
7221,12,5.0
8581,12,5.0
3801,12,5.0
1092,12,5.0
3272,12,5.0
5595,12,5.0
5287,12,5.0
8255,12,5.0
2555,12,5.0
4020,12,4.0
3232,12,3.0
3480,12,5.0
9052,12,4.0
5577,12,5.0
5721,12,5.0
418,12,5.0
9551,12,5.0
5558,12,5.0
2239,12,5.0
3116,12,5.0
1140,12,4.0
1584,12,5.0
3379,12,5.0
3138,12,5.0
4039,12,5.0
3781,12,3.0
7815,12,5.0
5535,12,5.0
3352,12,5.0
5884,12,5.0
7539,12,5.0
9453,12,4.0
6100,12,5.0
4237,12,5.0
1955,12,5.0
8128,12,5.0
88,12,5.0
4821,12,5.0
5967,12,5.0
4902,12,4.0
7889,14,4.0
5841,14,5.0
7251,14,3.0
4468,12,5.0
4637,12,5.0
915,12,5.0
4495,12,4.0
9650,12,5.0
2934,12,5.0
4697,12,5.0
1618,12,5.0
8718,12,5.0
1328,12,5.0
8935,12,5.0
7772,12,4.0
2614,12,5.0
4521,12,5.0
